OrderDate,RequestedShipDate,ScheduledShipDate,PromisedShipDate,SONumber,LineNumber,ShipToCode,ItemCode,ItemDescription,OrderQuantity,UnitPrice,ExtendedLineAmount,CustomerCode,ItemSalesClassCode,DropShip,SOTypeCode,FinalDestination,CustomerName,ShipToAddress1,ShipToAddress2,ShipToStateCode,ShipToZip,ParentDocumentNumber,Weight,OrderMessage,ShipToName,ShipToCity,ShippingInstructions,WarehouseCode,WarehouseName
2026-02-24 00:00:00,2026-07-22 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065011,2,G-Global  ,000610                  ,MEDISTRIP 1 IN X 4 IN BULK,55.0,196.5,10807.5,CENTURION ,MEDICAL   ,False,SO,,Centurion Medical Products Corp,C/O G-Global Logistics Inc,1776 Pan American St. Building B Suite 100,CA,92231          ,          ,4.0,,Centurion Medical,Calexico,,PCI-01    ,"STRUKMYER, LLC"
2026-02-24 00:00:00,2026-06-03 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065012,1,G-Global  ,002977                  ,MEDLINE DRSG SURESITE 4.75 X 4 FRAME/LABL (MSC52281),63.0,340.0,21420.0,CENTURION ,MEDICAL   ,False,SO,,Centurion Medical Products Corp,C/O G-Global Logistics Inc,1776 Pan American St. Building B Suite 100,CA,92231          ,          ,26.0,,Centurion Medical,Calexico,,PCI-01    ,"STRUKMYER, LLC"
2026-02-24 00:00:00,2026-03-24 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065013,1,          ,007861                  ,ViaCLYR Flip Top 8oz,5000.0,2.7,13500.0,CLYRA     ,Filling OP,False,SO,,"Clyra Medical Technologies, Inc.","10770 N 46th Street, Unit C-300",,FL,33617          ,          ,0.0,,"Clyra Medical Technologies, Inc.",Tampa,,PCI-01    ,"STRUKMYER, LLC"
2026-02-24 00:00:00,2026-03-24 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065013,2,          ,007862                  ,ViaCLYR Flip Top 16oz,5000.0,3.5,17500.0,CLYRA     ,Filling OP,False,SO,,"Clyra Medical Technologies, Inc.","10770 N 46th Street, Unit C-300",,FL,33617          ,          ,0.0,,"Clyra Medical Technologies, Inc.",Tampa,,PCI-01    ,"STRUKMYER, LLC"
2026-02-24 00:00:00,2026-03-24 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065013,3,          ,007863                  ,ViaCLYR Flip Top 32oz,1000.0,7.52,7520.0,CLYRA     ,Filling OP,False,SO,,"Clyra Medical Technologies, Inc.","10770 N 46th Street, Unit C-300",,FL,33617          ,          ,0.0,,"Clyra Medical Technologies, Inc.",Tampa,,PCI-01    ,"STRUKMYER, LLC"
2026-02-24 00:00:00,2026-08-03 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065014,1,3440      ,005045                  ,FREUDENBERG 30cm X 47cm Nonwoven Sheets 122P0463,25000.0,1.63,40750.0,FREUD     ,MEDICAL   ,False,SO,,Freudenberg Performance Materials LP,3440 Industrial Drive,,NC,27704          ,          ,0.0,,Freudenberg Performance Materials LP,Durham,**DO NOT DOUBLE STACK LABEL - TAKE PHOTO**,,
SHIP VIA CH ROBINSON. CONTACT Dustin Seong 813-840-4526 OR dustin.seong@chrobinson.com. Freight is 3rd party bill to Freudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Receiving hours M-F 8am -4pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PCI-01    	STRUKMYER," LLC""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-03 00:00:00,1900-01-02 00:00:00,2026-02-10 00:00:00,2025-12-30 00:00:00,0000064540,1,          ,007898                  ,"MPM DryMax/DrySAP Extra Super Absorbent Drsg, Sterile, 8X8;",10000.0,0.99,9900.0,MPM       ,MEDICAL   ,False,SO,,"MPM Medical, Inc.","1801 Big Town Blvd, Suite 300",,TX,75149          ,          ,0.0,,"MPM Medical, Inc.",Mesquite,,PCI-01    ,"STRUKMYER, LLC"
2025-11-26 00:00:00,2026-03-23 00:00:00,2026-02-20 00:00:00,2026-03-05 00:00:00,0000064784,2,ICS       ,007153                  ,URGO - VASHE 250 ml Flip Top 00313,50004.0,1.88,94007.52,URGO      ,Filling OP,False,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0.0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,
"502-955-3671""",PCI-01    ,"STRUKMYER, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-26 00:00:00,2026-04-06 00:00:00,2026-02-20 00:00:00,2026-03-05 00:00:00,0000064786,1,ICS       ,007153                  ,URGO - VASHE 250 ml Flip Top 00313,45000.0,1.88,84600.0,URGO      ,Filling OP,False,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0.0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,
"502-955-3671""",PCI-01    ,"STRUKMYER, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-26 00:00:00,2026-04-13 00:00:00,2026-02-20 00:00:00,2026-03-05 00:00:00,0000064787,1,ICS       ,007153                  ,URGO - VASHE 250 ml Flip Top 00313,50004.0,1.88,94007.52,URGO      ,Filling OP,False,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0.0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,
"502-955-3671""",PCI-01    ,"STRUKMYER, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-13 00:00:00,2025-12-05 00:00:00,2026-02-23 00:00:00,2026-02-11 00:00:00,0000064757,1,LAND      ,006370                  ,TB DRY MOUTH TINGLING RINSE 16 OZ BULK 40101908,17475.0,1.7789,31086.28,ORORA     ,Filling OP,False,SO,,Orora Business Service Center,13397 Marlay Ave Ste A,,CA,92337-6946     ,          ,0.0,,Landsberg-Fullfillment Solutions,Fontana,Need special certificate COA before shipped,PCI-01    ,"STRUKMYER, LLC"
2025-11-26 00:00:00,2026-03-16 00:00:00,2026-02-24 00:00:00,2026-03-09 00:00:00,0000064788,1,ICS       ,007154                  ,URGO - VASHE 475 ml Flip Top 00314,30000.0,2.59,77700.0,URGO      ,Filling OP,False,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0.0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,
"502-955-3671""",PCI-01    ,"STRUKMYER, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-29 00:00:00,2025-01-28 00:00:00,2026-02-25 00:00:00,2025-02-21 00:00:00,0000063455,30,C02       ,006011                  ,MEDLINE CURAD MEDISTRIP 1/4 X 4 IN STERILE NON250414,182.0,127.14,23139.48,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.","2200 Cornerstone Pkwy, Ste 100",,IL,60030,          ,0.0,,Medline Industries LP,Grayslake,,PCI-01    ,"STRUKMYER, LLC"
2024-11-22 00:00:00,2025-02-21 00:00:00,2026-02-25 00:00:00,2025-02-21 00:00:00,0000063558,10,B25       ,006011                  ,MEDLINE CURAD MEDISTRIP 1/4 X 4 IN STERILE NON250414,26.0,127.14,3305.64,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",1401 N. Universal Ave.,,MO,641202139,          ,0.0,,Medline Industries LP,KANSAS CITY,,PCI-01    ,"STRUKMYER, LLC"
2024-11-22 00:00:00,2025-02-21 00:00:00,2026-02-25 00:00:00,2025-02-21 00:00:00,0000063559,30,C57       ,006011                  ,MEDLINE CURAD MEDISTRIP 1/4 X 4 IN STERILE NON250414,8.0,127.14,1017.12,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",5511 West Ten Rd,,NC,27302,          ,0.0,,Medline Industries LP,Mebane,,PCI-01    ,"STRUKMYER, LLC"
2024-12-10 00:00:00,2025-03-10 00:00:00,2026-02-25 00:00:00,2025-04-14 00:00:00,0000063612,60,C09       ,006011                  ,MEDLINE CURAD MEDISTRIP 1/4 X 4 IN STERILE NON250414,104.0,127.14,13222.56,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",1960 W Miro Way,,CA,92376,          ,0.0,,Medline Industries LP,Rialto,,PCI-01    ,"STRUKMYER, LLC"
2025-02-18 00:00:00,2025-05-13 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063836,10,C47       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,3.0,123.0,369.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",239 Belvidere Rd,,MD,21903,          ,0.0,,Medline Industries LP,Perryville,,PCI-01    ,"STRUKMYER, LLC"
2025-02-18 00:00:00,2025-05-13 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063843,20,B11       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,1.0,123.0,123.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",21111 E. 36th Drive,,CO,80011,          ,0.0,,Medline Industries LP,Aurora,,PCI-01    ,"STRUKMYER, LLC"
2025-02-18 00:00:00,2025-05-13 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063854,20,C02       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,5.0,123.0,615.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.","2200 Cornerstone Pkwy, Ste 100",,IL,60030,          ,0.0,,Medline Industries LP,Grayslake,,PCI-01    ,"STRUKMYER, LLC"
2025-02-18 00:00:00,2025-05-13 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063855,10,B01       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,37.0,123.0,4551.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",1200 Townline Rd.,,IL,60060,          ,0.0,,Medline Industries LP,Mundelein,,PCI-01    ,"STRUKMYER, LLC"
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063882,20,C40       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,5.0,123.0,615.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",81 Campanelli Drive,,MA,01569,          ,0.0,,Medline Industries LP,UXBRIDGE,,PCI-01    ,"STRUKMYER, LLC"
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063883,30,B06       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,9.0,123.0,1107.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.","1 Medline Drive, Suite 100",,TX,75172,          ,0.0,,Medline Industries LP,Wilmer,,PCI-01    ,"STRUKMYER, LLC"
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063885,10,B11       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,3.0,123.0,369.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",21111 E. 36th Drive,,CO,80011,          ,0.0,,Medline Industries LP,Aurora,,PCI-01    ,"STRUKMYER, LLC"
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063886,30,C50       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,2.0,123.0,246.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",8787 W BUCKEYE RD,,AZ,853539399,          ,0.0,,Medline Industries LP,TOLLESON,,PCI-01    ,"STRUKMYER, LLC"
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063887,30,C41       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,9.0,123.0,1107.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",1040 Enterprise Parkway,,OH,43162,          ,0.0,,Medline Industries LP,West Jefferson,,PCI-01    ,"STRUKMYER, LLC"
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063888,40,C09       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,4.0,123.0,492.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",1960 W Miro Way,,CA,92376,          ,0.0,,Medline Industries LP,Rialto,,PCI-01    ,"STRUKMYER, LLC"
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063890,10,C37       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,1.0,123.0,123.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",5000 Premier Pkwy Ste 100,,MO,63376,          ,0.0,,Medline Industries LP,Saint Peters,,PCI-01    ,"STRUKMYER, LLC"
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063891,30,B24       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,8.0,123.0,984.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",8001 SW 47th St.,,OK,73179,          ,0.0,,Medline Industries LP,Oklahoma City,,PCI-01    ,"STRUKMYER, LLC"
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063892,20,C54       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,4.0,123.0,492.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",494 State Route 416,494 State Route 416,NY,12549,          ,0.0,,Medline Industries LP,Montgomery,,PCI-01    ,"STRUKMYER, LLC"
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063897,20,C59       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,2.0,123.0,246.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",2100 Industrial Park Rd,,LA,70401,          ,0.0,,"Medline Industries, LP",Hammond,,PCI-01    ,"STRUKMYER, LLC"
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063899,10,C02       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,6.0,123.0,738.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.","2200 Cornerstone Pkwy, Ste 100",,IL,60030,          ,0.0,,Medline Industries LP,Grayslake,,PCI-01    ,"STRUKMYER, LLC"
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063901,20,B25       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,8.0,123.0,984.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",1401 N. Universal Ave.,,MO,641202139,          ,0.0,,Medline Industries LP,KANSAS CITY,,PCI-01    ,"STRUKMYER, LLC"
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063902,20,K46       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,1.0,123.0,123.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.","18601 Christopher Way, STE 100","18601 Christopher Way, STE 100",CA,95330,          ,0.0,,"Medline Industries, Inc.",Lathrop,,PCI-01    ,"STRUKMYER, LLC"
2025-03-10 00:00:00,2025-12-15 00:00:00,2026-02-25 00:00:00,2025-12-15 00:00:00,0000063917,1,          ,005342                  ,ISI LARGE ALUMI-HAND 760,6900.0,7.7,53130.0,ISI       ,MEDICAL   ,False,SO,,Instrument Specialists Inc,32390 IH 10 West,,TX,78006          ,          ,0.0,,Instrument Specialists Inc,Boerne,,PCI-01    ,"STRUKMYER, LLC"
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063941,30,B06       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,4.0,123.0,492.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.","1 Medline Drive, Suite 100",,TX,75172,          ,0.0,,Medline Industries LP,Wilmer,,PCI-01    ,"STRUKMYER, LLC"
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063942,10,K46       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,1.0,123.0,123.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.","18601 Christopher Way, STE 100","18601 Christopher Way, STE 100",CA,95330,          ,0.0,,"Medline Industries, Inc.",Lathrop,,PCI-01    ,"STRUKMYER, LLC"
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063943,30,C32       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,3.0,123.0,369.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",29895 US HWY 90 BUS,,TX,77494,          ,0.0,,Medline Industries LP,Katy,,PCI-01    ,"STRUKMYER, LLC"
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063945,10,C37       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,3.0,123.0,369.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",5000 Premier Pkwy Ste 100,,MO,63376,          ,0.0,,Medline Industries LP,Saint Peters,,PCI-01    ,"STRUKMYER, LLC"
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063947,40,C02       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,4.0,123.0,492.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.","2200 Cornerstone Pkwy, Ste 100",,IL,60030,          ,0.0,,Medline Industries LP,Grayslake,,PCI-01    ,"STRUKMYER, LLC"
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063948,10,B25       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,4.0,123.0,492.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",1401 N. Universal Ave.,,MO,641202139,          ,0.0,,Medline Industries LP,KANSAS CITY,,PCI-01    ,"STRUKMYER, LLC"
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063949,10,C40       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,2.0,123.0,246.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",81 Campanelli Drive,,MA,01569,          ,0.0,,Medline Industries LP,UXBRIDGE,,PCI-01    ,"STRUKMYER, LLC"
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063951,10,C57       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,4.0,123.0,492.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",5511 West Ten Rd,,NC,27302,          ,0.0,,Medline Industries LP,Mebane,,PCI-01    ,"STRUKMYER, LLC"
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063955,10,B01       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,6.0,123.0,738.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",1200 Townline Rd.,,IL,60060,          ,0.0,,Medline Industries LP,Mundelein,,PCI-01    ,"STRUKMYER, LLC"
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063957,10,C71       ,006013                  ,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,1.0,123.0,123.0,MEDL      ,MEDICAL   ,False,SO,,"Medline Industries, Inc.",264 South 5750 West,,UT,84104,          ,0.0,,"MEDLINE INDUSTRIES, Inc.",Salt Lake City,,PCI-01    ,"STRUKMYER, LLC"
