Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
2026-02-18 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065007,1,          ,N-4001                  ,1 of 3 Bulk Validations,1,1910,1910,TURN      ,MEDICAL   ,FALSE,SO,,Turn Therapeutics,"250 N. Westlake Blvd, Suite 210",,CA,91362          ,          ,0,,Turn Therapeutics,Westlake Village,,PCI-01    ,,
2026-02-18 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065007,2,          ,7997,Turn Therapeutics Hexagen Bulk - 55 Gallon Drum,8,1910,15280,TURN      ,Filling OP,FALSE,SO,,Turn Therapeutics,"250 N. Westlake Blvd, Suite 210",,CA,91362          ,          ,0,,Turn Therapeutics,Westlake Village,,PCI-01    ,,15280
2026-02-18 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065007,3,          ,N-4001                  ,Cleaning Validation,1,10000,10000,TURN      ,MEDICAL   ,FALSE,SO,,Turn Therapeutics,"250 N. Westlake Blvd, Suite 210",,CA,91362          ,          ,0,,Turn Therapeutics,Westlake Village,,PCI-01    ,,
2026-02-23 00:00:00,2026-06-18 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065010,1,ATLANTA   ,7488,"CARDINAL HEALTH TELFA NON-ADHERENT DRESSING 3""x4"" 2132",1080,170.4,184032,COVIDMA   ,MEDICAL   ,FALSE,SO,,Patient Recovery,110 Kendall Park Lane,,GA,30336          ,          ,0,,Atlanta RC - US,Atlanta,**Effective 7/28/18 www.routingguides.com/cardinal%20health,,,21385.040039999996
2026-02-24 00:00:00,2026-07-22 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065011,1,G-Global  ,609,MEDISTRIP 1/4 IN X 3 IN BULK,17,119,2023,CENTURION ,MEDICAL   ,FALSE,SO,,Centurion Medical Products Corp,C/O G-Global Logistics Inc,1776 Pan American St. Building B Suite 100,CA,92231          ,          ,1,,Centurion Medical,Calexico,,PCI-01    ,,844.0477900000001
2026-02-24 00:00:00,2026-07-22 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065011,2,G-Global  ,610,MEDISTRIP 1 IN X 4 IN BULK,55,196.5,10807.5,CENTURION ,MEDICAL   ,FALSE,SO,,Centurion Medical Products Corp,C/O G-Global Logistics Inc,1776 Pan American St. Building B Suite 100,CA,92231          ,          ,4,,Centurion Medical,Calexico,,PCI-01    ,,4062.22905
2026-02-24 00:00:00,2026-06-03 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065012,1,G-Global  ,2977,MEDLINE DRSG SURESITE 4.75 X 4 FRAME/LABL (MSC52281),63,340,21420,CENTURION ,MEDICAL   ,FALSE,SO,,Centurion Medical Products Corp,C/O G-Global Logistics Inc,1776 Pan American St. Building B Suite 100,CA,92231          ,          ,26,,Centurion Medical,Calexico,,PCI-01    ,,5391.365049
2026-02-24 00:00:00,2026-03-24 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065013,1,          ,7861,ViaCLYR Flip Top 8oz,5000,2.7,13500,CLYRA     ,Filling OP,FALSE,SO,,"Clyra Medical Technologies, Inc.","10770 N 46th Street, Unit C-300",,FL,33617          ,          ,0,,"Clyra Medical Technologies, Inc.",Tampa,,PCI-01    ,,9291.675000000001
2026-02-24 00:00:00,2026-03-24 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065013,2,          ,7862,ViaCLYR Flip Top 16oz,5000,3.5,17500,CLYRA     ,Filling OP,FALSE,SO,,"Clyra Medical Technologies, Inc.","10770 N 46th Street, Unit C-300",,FL,33617          ,          ,0,,"Clyra Medical Technologies, Inc.",Tampa,,PCI-01    ,,11076.470000000001
2026-02-24 00:00:00,2026-03-24 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065013,3,          ,7863,ViaCLYR Flip Top 32oz,1000,7.52,7520,CLYRA     ,Filling OP,FALSE,SO,,"Clyra Medical Technologies, Inc.","10770 N 46th Street, Unit C-300",,FL,33617          ,          ,0,,"Clyra Medical Technologies, Inc.",Tampa,,PCI-01    ,,5463.174
2026-02-24 00:00:00,2026-08-03 00:00:00,1900-01-02 00:00:00,1900-01-02 00:00:00,0000065014,1,3440      ,5045,FREUDENBERG 30cm X 47cm Nonwoven Sheets 122P0463,25000,1.63,40750,FREUD     ,MEDICAL   ,FALSE,SO,,Freudenberg Performance Materials LP,3440 Industrial Drive,,NC,27704          ,          ,0,,Freudenberg Performance Materials LP,Durham,**DO NOT DOUBLE STACK LABEL - TAKE PHOTO**,,,14909.999999999996
2025-09-03 00:00:00,1900-01-02 00:00:00,2026-02-10 00:00:00,2025-12-30 00:00:00,0000064540,1,          ,7898,"MPM DryMax/DrySAP Extra Super Absorbent Drsg, Sterile, 8X8;",10000,0.99,9900,MPM       ,MEDICAL   ,FALSE,SO,,"MPM Medical, Inc.","1801 Big Town Blvd, Suite 300",,TX,75149          ,          ,0,,"MPM Medical, Inc.",Mesquite,,PCI-01    ,,9900
2025-11-26 00:00:00,2026-03-23 00:00:00,2026-02-20 00:00:00,2026-03-05 00:00:00,0000064784,2,ICS       ,7153,URGO - VASHE 250 ml Flip Top 00313,50004,1.88,94007.52,URGO      ,Filling OP,FALSE,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,,38025.84182399999
2025-11-26 00:00:00,2026-04-06 00:00:00,2026-02-20 00:00:00,2026-03-05 00:00:00,0000064786,1,ICS       ,7153,URGO - VASHE 250 ml Flip Top 00313,45000,1.88,84600,URGO      ,Filling OP,FALSE,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,,34220.51999999999
2025-11-26 00:00:00,2026-04-13 00:00:00,2026-02-20 00:00:00,2026-03-05 00:00:00,0000064787,1,ICS       ,7153,URGO - VASHE 250 ml Flip Top 00313,50004,1.88,94007.52,URGO      ,Filling OP,FALSE,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,,38025.84182399999
2025-11-13 00:00:00,2025-12-05 00:00:00,2026-02-23 00:00:00,2026-02-11 00:00:00,0000064757,1,LAND      ,6370,TB DRY MOUTH TINGLING RINSE 16 OZ BULK 40101908,17475,1.7789,31086.28,ORORA     ,Filling OP,FALSE,SO,,Orora Business Service Center,13397 Marlay Ave Ste A,,CA,92337-6946     ,          ,0,,Landsberg-Fullfillment Solutions,Fontana,Need special certificate COA before shipped,PCI-01    ,,11457.361425
2025-11-26 00:00:00,2026-03-16 00:00:00,2026-02-24 00:00:00,2026-03-09 00:00:00,0000064788,1,ICS       ,7154,URGO - VASHE 475 ml Flip Top 00314,30000,2.59,77700,URGO      ,Filling OP,FALSE,SO,,URGO Medical,"167 International Blvd, Suite 550",,KY,40109          ,          ,0,,ICS (Urgo Medical),Brooks,ReceivingBrooks@icsconnect.com,,,36058.829999999994
2024-10-29 00:00:00,2025-01-28 00:00:00,2026-02-25 00:00:00,2025-02-21 00:00:00,0000063455,30,C02       ,6011,MEDLINE CURAD MEDISTRIP 1/4 X 4 IN STERILE NON250414,182,127.14,23139.48,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.","2200 Cornerstone Pkwy, Ste 100",,IL,60030,          ,0,,Medline Industries LP,Grayslake,,PCI-01    ,,10556.158522000002
2024-11-22 00:00:00,2025-02-21 00:00:00,2026-02-25 00:00:00,2025-02-21 00:00:00,0000063558,10,B25       ,6011,MEDLINE CURAD MEDISTRIP 1/4 X 4 IN STERILE NON250414,26,127.14,3305.64,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1401 N. Universal Ave.,,MO,641202139,          ,0,,Medline Industries LP,KANSAS CITY,,PCI-01    ,,1508.0226460000001
2024-11-22 00:00:00,2025-02-21 00:00:00,2026-02-25 00:00:00,2025-02-21 00:00:00,0000063559,30,C57       ,6011,MEDLINE CURAD MEDISTRIP 1/4 X 4 IN STERILE NON250414,8,127.14,1017.12,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",5511 West Ten Rd,,NC,27302,          ,0,,Medline Industries LP,Mebane,,PCI-01    ,,464.00696800000003
2024-12-10 00:00:00,2025-03-10 00:00:00,2026-02-25 00:00:00,2025-04-14 00:00:00,0000063612,60,C09       ,6011,MEDLINE CURAD MEDISTRIP 1/4 X 4 IN STERILE NON250414,104,127.14,13222.56,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1960 W Miro Way,,CA,92376,          ,0,,Medline Industries LP,Rialto,,PCI-01    ,,6032.0905840000005
2025-02-18 00:00:00,2025-05-13 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063836,10,C47       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,3,123,369,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",239 Belvidere Rd,,MD,21903,          ,0,,Medline Industries LP,Perryville,,PCI-01    ,,180.164301
2025-02-18 00:00:00,2025-05-13 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063843,20,B11       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,1,123,123,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",21111 E. 36th Drive,,CO,80011,          ,0,,Medline Industries LP,Aurora,,PCI-01    ,,60.054767
2025-02-18 00:00:00,2025-05-13 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063854,20,C02       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,5,123,615,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.","2200 Cornerstone Pkwy, Ste 100",,IL,60030,          ,0,,Medline Industries LP,Grayslake,,PCI-01    ,,300.27383499999996
2025-02-18 00:00:00,2025-05-13 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063855,10,B01       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,37,123,4551,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1200 Townline Rd.,,IL,60060,          ,0,,Medline Industries LP,Mundelein,,PCI-01    ,,2222.026379
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063882,20,C40       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,5,123,615,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",81 Campanelli Drive,,MA,01569,          ,0,,Medline Industries LP,UXBRIDGE,,PCI-01    ,,300.27383499999996
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063883,30,B06       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,9,123,1107,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.","1 Medline Drive, Suite 100",,TX,75172,          ,0,,Medline Industries LP,Wilmer,,PCI-01    ,,540.492903
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063885,10,B11       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,3,123,369,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",21111 E. 36th Drive,,CO,80011,          ,0,,Medline Industries LP,Aurora,,PCI-01    ,,180.164301
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063886,30,C50       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,2,123,246,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",8787 W BUCKEYE RD,,AZ,853539399,          ,0,,Medline Industries LP,TOLLESON,,PCI-01    ,,120.109534
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063887,30,C41       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,9,123,1107,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1040 Enterprise Parkway,,OH,43162,          ,0,,Medline Industries LP,West Jefferson,,PCI-01    ,,540.492903
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063888,40,C09       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,4,123,492,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1960 W Miro Way,,CA,92376,          ,0,,Medline Industries LP,Rialto,,PCI-01    ,,240.219068
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063890,10,C37       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,1,123,123,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",5000 Premier Pkwy Ste 100,,MO,63376,          ,0,,Medline Industries LP,Saint Peters,,PCI-01    ,,60.054767
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063891,30,B24       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,8,123,984,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",8001 SW 47th St.,,OK,73179,          ,0,,Medline Industries LP,Oklahoma City,,PCI-01    ,,480.438136
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063892,20,C54       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,4,123,492,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",494 State Route 416,494 State Route 416,NY,12549,          ,0,,Medline Industries LP,Montgomery,,PCI-01    ,,240.219068
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063897,20,C59       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,2,123,246,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",2100 Industrial Park Rd,,LA,70401,          ,0,,"Medline Industries, LP",Hammond,,PCI-01    ,,120.109534
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063899,10,C02       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,6,123,738,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.","2200 Cornerstone Pkwy, Ste 100",,IL,60030,          ,0,,Medline Industries LP,Grayslake,,PCI-01    ,,360.328602
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063901,20,B25       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,8,123,984,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1401 N. Universal Ave.,,MO,641202139,          ,0,,Medline Industries LP,KANSAS CITY,,PCI-01    ,,480.438136
2025-03-04 00:00:00,2025-05-28 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063902,20,K46       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,1,123,123,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.","18601 Christopher Way, STE 100","18601 Christopher Way, STE 100",CA,95330,          ,0,,"Medline Industries, Inc.",Lathrop,,PCI-01    ,,60.054767
2025-03-10 00:00:00,2025-12-15 00:00:00,2026-02-25 00:00:00,2025-12-15 00:00:00,0000063917,1,          ,5342,ISI LARGE ALUMI-HAND 760,6900,7.7,53130,ISI       ,MEDICAL   ,FALSE,SO,,Instrument Specialists Inc,32390 IH 10 West,,TX,78006          ,          ,0,,Instrument Specialists Inc,Boerne,,PCI-01    ,,21331.598400000003
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063941,30,B06       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,4,123,492,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.","1 Medline Drive, Suite 100",,TX,75172,          ,0,,Medline Industries LP,Wilmer,,PCI-01    ,,240.219068
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063942,10,K46       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,1,123,123,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.","18601 Christopher Way, STE 100","18601 Christopher Way, STE 100",CA,95330,          ,0,,"Medline Industries, Inc.",Lathrop,,PCI-01    ,,60.054767
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063943,30,C32       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,3,123,369,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",29895 US HWY 90 BUS,,TX,77494,          ,0,,Medline Industries LP,Katy,,PCI-01    ,,180.164301
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063945,10,C37       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,3,123,369,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",5000 Premier Pkwy Ste 100,,MO,63376,          ,0,,Medline Industries LP,Saint Peters,,PCI-01    ,,180.164301
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063947,40,C02       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,4,123,492,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.","2200 Cornerstone Pkwy, Ste 100",,IL,60030,          ,0,,Medline Industries LP,Grayslake,,PCI-01    ,,240.219068
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063948,10,B25       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,4,123,492,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1401 N. Universal Ave.,,MO,641202139,          ,0,,Medline Industries LP,KANSAS CITY,,PCI-01    ,,240.219068
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063949,10,C40       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,2,123,246,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",81 Campanelli Drive,,MA,01569,          ,0,,Medline Industries LP,UXBRIDGE,,PCI-01    ,,120.109534
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063951,10,C57       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,4,123,492,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",5511 West Ten Rd,,NC,27302,          ,0,,Medline Industries LP,Mebane,,PCI-01    ,,240.219068
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063955,10,B01       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,6,123,738,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1200 Townline Rd.,,IL,60060,          ,0,,Medline Industries LP,Mundelein,,PCI-01    ,,360.328602
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063957,10,C71       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,1,123,123,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",264 South 5750 West,,UT,84104,          ,0,,"MEDLINE INDUSTRIES, Inc.",Salt Lake City,,PCI-01    ,,60.054767
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063960,10,B11       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,1,123,123,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",21111 E. 36th Drive,,CO,80011,          ,0,,Medline Industries LP,Aurora,,PCI-01    ,,60.054767
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063961,20,C54       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,4,123,492,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",494 State Route 416,494 State Route 416,NY,12549,          ,0,,Medline Industries LP,Montgomery,,PCI-01    ,,240.219068
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063962,30,C09       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,4,123,492,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1960 W Miro Way,,CA,92376,          ,0,,Medline Industries LP,Rialto,,PCI-01    ,,240.219068
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063963,30,C41       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,2,123,246,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",1040 Enterprise Parkway,,OH,43162,          ,0,,Medline Industries LP,West Jefferson,,PCI-01    ,,120.109534
2025-03-18 00:00:00,2025-06-11 00:00:00,2026-02-25 00:00:00,2025-09-19 00:00:00,0000063964,30,C50       ,6013,MEDLINE CURAD MEDI STRIP 1 X 5 NON250501,6,123,738,MEDL      ,MEDICAL   ,FALSE,SO,,"Medline Industries, Inc.",8787 W BUCKEYE RD,,AZ,853539399,          ,0,,Medline Industries LP,TOLLESON,,PCI-01    ,,360.328602
